MFLCode,Latitude,Longitude,Method_Geocode,Source_Geocode,Date_Geocode,Province,District,Facility,Owner,Type,Division,Location,Sublocation,Nearest Town,Plot No,Constituency,Status,Off_Landline,Off_Mob,Off_Fax,Off_Email,Off_POBox,Off_Town,Off_PostCode,In Charge Name,ANC,ART,BEOC,Blood Tr,C Section,CEOC,FP,Growth,HCT,Inp,HBC,IMM,IMCI,Outp,PMTCT,Radiology,RHTC_RHDC,TB_Diag,TB_Labs,TB_Treat,Youth,Beds,Cots,CHWTrain,CHW
10250,-0.434753,37.5878,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Gichiche Medical Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Othaya,Chinga,Gichiche,Othaya Town,,OTHAYA,Operational,,0733-946900,,,,,,John G.Minjiire,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10251,-0.47185,37.01937,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Gichira Sub-Health Centre,Ministry of Health,Health Centre,Tetu,Aguthi,Gichira,Gichira,,TETU,Operational,,,,,P.O. Box 786,Nyeri,10100,Esther Githagai,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,4,0,,
10259,-0.558127,36.9264,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Gitata Medical Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Othaya,Iriaini,Gitundu,Othaya Town,,OTHAYA,Operational,,,,,P.O. BOX 738,Othaya,10100,Ndungu Gitata,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10280,-0.51703,36.8629,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Gitugi Dispensary (Nyeri South),Ministry of Health,Dispensary,Othaya,Mumwe,Gitugi,Othaya Town,,OTHAYA,Operational,,,,,P.O. BOX 347,Othaya,10100,Tabitha Wanguhu,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,N,N,N,N,,N,N,0,0,,
10281,-0.558127,36.9264,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Gitundu (ACK) Dispensary,Other Faith Based,Dispensary,Othaya,Iriaini,Gitundu,Othaya Town,,OTHAYA,Operational,,,,,P.O. Box 870,Othaya,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10286,-0.41216,36.95799,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Nyeri South,GK Prison Dispensary (Kingongo) ,Prisons,Dispensary,Municipality,Mukaro,Majengo,King'Ong'O,,NYERI TOWN,Operational,,,,,P.O. Box 15,Nyeri,10100,Priscilla Mwangi,N,N,N,,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,Y,N,0,0,,
10296,-0.00133164,37.094,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Good Samaritan (ACK) Medical Clinic,Other Faith Based,Medical Clinic - Nurse/ Midwife,Municipality,Mukaro,Majengo,Nyeri Town,,NYERI TOWN,Operational,,,,,P.O. Box 229,Nyeri,10100,,Y,N,N,,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10299,-0.385151,36.9996,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Good Shepherd Medical Clinic (Nyeri South),Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Municipality,Mukaro,Kingongo,Nyeri Town,,NYERI TOWN,Operational,,,,,P.O. Box 12208,Nyeri,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10305,-0.61939,37.12523,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Gumba Dispensary,Ministry of Health,Dispensary,Mukurweini,Githi,Ithanji,Gumba,,MUKURWEINI,Operational,,,,,,Mukurweini,10100,Loise Kiraguri,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,10,0,,
10331,-0.44647,36.86454,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Ichagachiru Dispensary,Ministry of Health,Dispensary,Tetu,Tetu,Ichagachiru,Huhoini,,TETU,Operational,,,,,,,,Anne Mureithi,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10333,-0.54258,37.07877,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Ichamara Dispensary,Ministry of Health,Dispensary,Mukurweini,Githi,Ichamara,Ichamara,,MUKURWEINI,Operational,,,,,,Mukurweini,10100,Damaris Njogu,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,1,0,,
10334,-0.538076,37.0848,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Ichamara Medical Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Mukurweini,Githi,Ichamara,Ichamara,,MUKURWEINI,Operational,,,,,,Mukurweini,10100,Nahashon M Kanyuira,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10337,-0.58,37.1,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Igana Dispensary,Ministry of Health,Dispensary,Mukurweini,Giathugu,Gatura,Igana,,MUKURWEINI,Operational,,,,,,Mukurweini,10100,John Mureithi,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10339,-0.55441,36.88332,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Ihuririo Dispensary,Ministry of Health,Dispensary,Othaya,Iriaini,Ihuririo,Othaya Town,,OTHAYA,Operational,,,,,P.O. Box 517,Othaya,10100,Veronica Gikonyo,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10340,-0.41219,36.8907,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Ihururu Dispensary,Ministry of Health,Dispensary,Tetu,Muhoyas,Ihururu,Ihururu,,TETU,Operational,,,,,P.O. Box 648,Nyeri,10100,Lucy Mwai,Y,N,N,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10341,-0.412539,36.8893,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Ihururu Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Muhoyas,Ihururu,Ihururu,,TETU,Operational,,0722-613991,,,,Nyeri,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10342,-0.456636,36.7233,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Ihwa Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Tetu,Ihwa,Ihwa,,TETU,Operational,,,,,,Nyeri,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10348,-0.489493,36.8848,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Imani Medical Clinic (Nyeri South),Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Thegenge,Gathuthi,Mukarara,,TETU,Operational,,,,,,Nyeri,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10352,-0.532616,36.8913,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Iriaini Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Othaya,Iriaini,Kairuthi,Othaya Town,,OTHAYA,Operational,,,,,,Othaya,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10356,-0.567366,36.9897,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Itara Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Mukurweini,Gakindu,Gakinduini,Gakinduini,100 Gakindu,MUKURWEINI,Operational,,,,,P.O. Box 132 ,Mukurweini,10100,Rebecca W Karimi,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10359,-0.497349,37.049,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Ithe-Kahuno Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Aguthi,Ithekahuno,Ithekahuno,,TETU,Operational,,0722-692605,,,P.O. BOX 12502,Nyeri,10100,Purity W. Gichero,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10366,-0.476613,36.8552,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Jamaica Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Thegenge,Ihithe,Ihithe,,TETU,Operational,,0722-294100,,,P.O. Box 1405,Nyeri,10100,Martha Wanyeki,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10372,-0.553581,37.1229,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Jamwa Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Mukurweini,Gikondi,Kiharo,Gikondi,"Plot 8, Kiharo",MUKURWEINI,Operational,,,,,P.O. Box 30,Gikondi,10100,Beatrice Gichuru,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10381,-0.417271,36.9937,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Joy Medical Clinic (Thunguma),Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Municipality,Mukaro,Thunguma,Town Centre,,NYERI TOWN,Operational,,,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10382,-0.00133164,37.094,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Joy Medical Services (Majengo),Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Municipality,Mukaro,Majengo,Town Centre,,NYERI TOWN,Operational,,,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10396,-0.51613,36.9261,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kagere Dispensary,Ministry of Health,Dispensary,Othaya,Mahiga,Ugachiku,Othaya Town,,OTHAYA,Operational,,,,,P.O. Box 60,Othaya,10100,Beatrice Wamaitha,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10397,-0.6009,36.90225,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kagicha Dispensary,Ministry of Health,Dispensary,Othaya,Chinga,Gathera,Kagicha,,OTHAYA,Operational,,,,,P.O. Box 577,Othaya,10100,Sara Njeri,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10400,-0.519733,36.899,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kagonye Dispensary,Ministry of Health,Dispensary,Othaya,Mahiga,Mumwe,Othaya Town,,OTHAYA,Operational,,,,,,Othaya,10100,Peter Thuku,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10401,-0.45522,37.0013,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kagumo College Dispensary,Academic (if registered),Dispensary,Tetu,Aguthi/Gatitu,Gatitu,Gatitu,,TETU,Operational,,,,,P.O. Box 18,Nyeri,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10408,-0.891812,37.0454,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kagunduini Medical Clinic (Nyeri South),Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Tetu,Kagunduini,Kagunduini,,TETU,Operational,,,,,,Nyeri,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10416,-0.530053,37.0544,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kahara Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Mukurweini,Muhito,Muyu,Kaheti,Plot 24. Kaheti,MUKURWEINI,Operational,,,,,P.O. Box 1170,Nyeri,10100,Racheal M Ndiangui,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10420,-0.52123,37.06232,"Calc from 1:50,000 scale topographic maps",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kaheti Dispensary & Maternity,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Mukurweini,Muhito,Muyu,Kaheti,,MUKURWEINI,Operational,,,,,P.O. Box 217,Mukurweini,10100,Sister Julia,Y,N,Y,,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,4,0,,
10421,-0.40955,36.86144,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kahiga Dispensary,Ministry of Health,Dispensary,Municipality,Kiganjo,Gachika,Kiganjo,,NYERI TOWN,Not-Operational,,,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10434,-0.53243,36.88243,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kairuthi Dispensary,Ministry of Health,Dispensary,Othaya,Iriaini,Kairuthi,Kairuthi,,OTHAYA,Operational,,,,,P.O. Box 90,Othaya,10100,Anne Nderitu,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10442,-0.433434,36.9447,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kamakwa Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Municipality,Mukaro,Kamakwa,Nyeri Town,,MUKURWEINI,Operational,,0723-481950,,,P.O. Box 1469,Nyeri,10100,Paul Thiongo Kiai,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10450,-0.51469,36.93115,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kamoko Sub-Health Centre,Ministry of Health,Health Centre,Othaya,Mahiga,Kamoko,Othaya Town,,OTHAYA,Operational,,,,,P.O. Box 1021,Othaya,10100,Catherine Njeru,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,12,0,,
10476,-0.62883,37.1036,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Karaba Dispensary (Nyeri South),Ministry of Health,Dispensary,Mukurweini,Thimu,Karaba,Karaba,,MUKURWEINI,Operational,,,,,,Mukurweini,10100,Anne Kirigo,Y,Y,Y,,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,Y,N,N,5,1,,
10483,-0.492434,36.906,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Karangia Health Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Thegenge,Karangia,Karangia,,TETU,Operational,,,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10491,-0.00133164,37.094,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Karen Hospital Annex,Private Medical Enterprise,Medical Clinic - Medical specialist,Municipality,Mukaro,Majengo,Nyeri Town,,NYERI TOWN,Operational,,,,,P.O. Box 2410,Nyeri,10100,Dr Dan Gikonyo,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10494,-0.580185,36.885,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kariko Dispensary (Nyeri South),Ministry of Health,Dispensary,Othaya,Chinga,Gikigie,Kariko,,OTHAYA,Operational,,,,,P.O. Box 83,Othaya,10100,James Thuo,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10495,-0.52123,36.98231,"Calc from 1:50,000 scale topographic maps",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Karima Catholic Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Dispensary,Othaya,Karima,Thuti,Othaya Town,,OTHAYA,Operational,,,,,,Othaya,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10496,-0.52,36.98,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Karima Dispensary (Nyeri South),Ministry of Health,Dispensary,Othaya,Karima,Thuti,Othaya Town,,OTHAYA,Operational,,,,,P.O. Box 73,Othaya,10100,Faith Njeru,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10501,-0.426479,36.8995,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kariumba Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Municipality,Mukaro,Kihatha,Nyeri Town,396 Tetu/Kiriti,NYERI TOWN,Operational,,,,,P.O. Box 12591,Nyeri,10100,Kahuria John,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10505,-0.57402,37.09301,Taken with GPS Device,KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Karundu Dispensary,Ministry of Health,Dispensary,Mukurweini,Muhito,Thiha,Karundu,,MUKURWEINI,Operational,,,,,,Mukurweini,10100,Jacob Wachira,Y,N,Y,,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10514,-0.00133164,37.094,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,KENWA-Nyeri,Non-Governmental Organizations,Other Health Facility,Municipality,Mukaro,Majengo,Nyeri Town,,NYERI TOWN,Operational,,,,,,Nyeri,10100,,N,Y,N,,N,N,N,N,Y,N,Y,N,N,Y,N,N,N,N,,N,N,0,0,,
10515,-0.00133164,37.094,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kenya Institute Of Professional Counsellors,Non-Governmental Organizations,Unknown,Municipality,Mukaro,Majengo,Nyeri Town,,NYERI TOWN,Operational,,,,,,Nyeri,10100,,N,N,N,,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,,N,N,0,0,,
10517,-0.39099,37.00901,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kenya Police College Dispensary,Other,Dispensary,Municipality,Kiganjo,Kiganjo,Kiganjo,,NYERI TOWN,Operational,,,,,P.O. Private Bag,Kiganjo,10100,Evans K,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10526,-0.59099,36.9464,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kiaguthu Dispensary,Ministry of Health,Dispensary,Othaya,Chinga,Kiaguthu,Othaya Town,,OTHAYA,Operational,,,,,P.O. Box 30,Othaya,10100,Charity Muchori,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10542,-0.466092,37.0379,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kiamuiru Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Municipality,Mukaro,Muruguru,Kiamuiru,,NYERI TOWN,Operational,,,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10546,-0.57658,36.93559,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kiamuya Dispensary,Ministry of Health,Dispensary,Othaya,Chinga,Kagongo,Kiamuya,,OTHAYA,Operational,,,,,P.O. Box 251,Othaya,10100,Consolata Njeri,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10547,-0.447366,36.9513,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kiamwathi Medical Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Municipality,Mukaro,Karia,Kiamwathi,11 Kiamwathi,NYERI TOWN,Operational,,,,,P.O. Box 2038,Nyeri,10100,Wilson Kanyingi Kariuki,N,N,N,,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10552,-0.48635,36.93428,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kiandere Dispensary,Ministry of Health,Dispensary,Tetu,Tetu,Unjiru,Kiandere,,TETU,Operational,,,,,,Nyeri,10100,Irene Itegi,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10553,-0.501557,36.9684,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kiandu Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Karundu,Kiandu,Kiandu,4432/Kiandu,TETU,Operational,,,,,P.O. Box 12165,Nyeri,10109,Agnes M. Njiine,N,N,N,,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
16782,,,No Geo Code,,,Central,Nyeri South,Kiawaithanji Medical clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Gaaki,Kiawaithanji,Kiawaithanji,7A Kiawaithanji Mkt,TETU,Operational,,,,,P.O. Box 893,Nyeri,10100,Lydia W. Mukere,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,0,0,,
10582,-0.37923,37.00315,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kiganjo Market Dispensary,Ministry of Health,Dispensary,Municipality,Kiganjo,Kiganjo,Kiganjo,,NYERI TOWN,Operational,,,,,,Kiganjo,10100,Ruth Thuku,Y,Y,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,10,0,,
10583,-0.385151,36.9996,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kiganjo Medical Care Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Municipality,Kiganjo,Kingongo,Nyeri Town,,NYERI TOWN,Operational,,,,,P.O. Private Bag,Kiganjo,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10590,-0.477313,37.0178,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kihaaro Medical Clinic,Private Medical Enterprise,Medical Clinic - Clinical officer,Tetu,Aguthi,Gichira,Gichira,,TETU,Operational,,0722-940217,,,P.O. Box 520,Nyeri,,Lucy W. Mbui,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10593,-0.491403,36.9444,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kihora Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Karundu,Gachatha,Gachatha,,TETU,Operational,,,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10596,-0.556082,36.9501,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kihugiru Maternity Disp.,Private Medical Enterprise,Nursing home with Maternity,Othaya,Karima,Kihugiru,Othaya Town,,OTHAYA,Not-Operational,,,,,,,,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10600,-0.55595,37.1033,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kihuti Orthodox Clinic,Other Faith Based,Medical Clinic - Nurse/ Midwife,Mukurweini,Githi,Kiharo ,Kihuti,970 Githi/Kiharo,MUKURWEINI,Not-Operational,,,,,P.O. Box 625,Othaya,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10601,-0.38112,36.91112,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kihuyo Dispensary,Ministry of Health,Dispensary,Municipality,Mukaro,Mathari,Kihuyo,,NYERI TOWN,Operational,,,,,,Nyeri,10100,Grace Kariuki,Y,N,Y,,N,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,,N,N,0,0,,
10611,-0.55595,37.1033,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kimondo Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Mukurweini,Githi,Kirerema,Ichamara,1042 Kiahungu Mkt,MUKURWEINI,Operational,,,,,P.O. Box 19 ,Mukurweini,10100,Kuira Githinji,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10615,-0.44112,36.89,"Calc from proximity to school, village, markets",KEMRI GIS MERGE,7/14/09,Central,Nyeri South,Kinunga Health Centre,Ministry of Health,Health Centre,Tetu,Tetu,Kinunga,Kinunga,,TETU,Operational,,,,,P.O. Box 27,Nyeri,10100,Catherine Ngogoyo,Y,N,Y,,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,8,0,,
10616,-0.43425,36.8866,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kinunga Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Tetu,Tetu,Kinunga,Kinunga,,TETU,Operational,,,,,P.O. Box 81,Nyeri,10100,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
10628,-0.43184,37.0285,Centroid calculation from sub-location,Sublocation Centroid Exercise of MOH/ICF Macro,2/28/10,Central,Nyeri South,Kirichu Market Medical Clinic,Private Medical Enterprise,Medical Clinic - Nurse/ Midwife,Municipality,Kiganjo,Gachika,Kirichu,,NYERI TOWN,Operational,,0724-400348,,,P.O. Box 124,Nyeri,10100,David W Karume,N,N,N,,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,,N,N,0,0,,
